"requestid"|"requesttyp"|"requestdat"|"comments"|"usertype"|"near_inter"|"near_str"|"strsegid"|"additional_comments"|"sna_name"|"srvy_address"|"geo_address"|"lat"|"long"|"geo_address_type"|"geo_accuracy"
10689|"Speeding"|"06/04/2018"|"In this stretch of road cars regularly cut me off on my bike and drive completely within my lane giving me less than a foot of space. There are some pot holes here I have to ride around and it is very unsafe."|"bikes"|"DRY RIDGE RD & SCULL RD"|"ELBERON AV"|"2882065763628821878792"|""|"Clifton"|"DRY RIDGE RD & SCULL RD, Cincinnati, OH, USA"|"DRY RIDGE RD & SCULL RD, Cincinnati, OH, USA"|39.257659|-84.644063|"locality,political"|"locality"
1073|"Speeding"|"08/02/2018"|"Traffic treats this like a raceway.  Especially inbound at morning rush hour."|"drives"|"BEECHMONT AV & BEACON ST"|"Beechmont Av"|"4694518173246950721359"|""|"Mt. Washington"|"BEECHMONT AV & BEACON ST, Cincinnati, OH, USA"|"BEECHMONT AV & BEACON ST, Cincinnati, OH, USA"|39.074658|-84.38265|"locality,political"|"locality"
1107|"Speeding"|"08/02/2018"|"Area is not very pedestrian friendly.  Lots of curb cuts, lots of traffic moving too quickly.  Doesn't feel very walkable.  Needs to be calmed."|"walks"|"BEECHMONT AV & BURNEY LN"|"Beechmont Av"|"5096056051650964290034"|""|"Mt. Washington"|"BEECHMONT AV & BURNEY LN, Cincinnati, OH, USA"|"BEECHMONT AV & BURNEY LN, Cincinnati, OH, USA"|39.081423|-84.374743|"locality,political"|"locality"
1118|"Speeding"|"08/02/2018"|"Speed limit needs to be reduced starting at Edwards & Madison through Oakley Square."|"walks"|"DRAKEWOOD DR & MARKBREIT AV"|"Madison Rd"|"4250243503142504855298"|""|"Oakley"|"DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA"|"DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA"|39.150776|-84.43339|"locality,political"|"locality"
112|"Speeding"|"07/02/2018"|"Drivers drive so quickly on eastbound Robertson that it is almost impossible to safely walk across Appleton because of the curve."|"walks"|"MINOT AV & APPLETON ST"|"Appleton St"|"4251315670942514816537"|""|"Oakley"|"MINOT AV & APPLETON ST, Cincinnati, OH, USA"|"MINOT AV & APPLETON ST, Cincinnati, OH, USA"|39.152577|-84.434401|"locality,political"|"locality"
12342|"Speeding"|"18/04/2018"|"There are speed humps on the street, but they don't really slow people down.  Some of the worst offenders are school buses."|"walks"|"POND RUN AV & HAMILTON HILLS DR"|"COVEDALE AV"|"2410647344224107054038"|""|"Westwood"|"POND RUN AV & HAMILTON HILLS DR, Cincinnati, OH, USA"|"POND RUN AV & HAMILTON HILLS DR, Cincinnati, OH, USA"|39.101132|-84.35896|"locality,political"|"locality"
1369|"Speeding"|"09/02/2018"|"Speeding has been observed getting more severe down the hill on Heekin around blind curves."|"walks"|"MOYER PL & MOYER PL TERM SE OF LEBLOND AV"|"Heekin Av"|"4565014627345652785642"|""|"Mt. Lookout"|"MOYER PL & MOYER PL TERM SE OF LEBLOND AV, Cincinnati, OH, USA"|"MOYER PL & MOYER PL TERM SE OF LEBLOND AV, Cincinnati, OH, USA"|39.127536|-84.416564|"locality,political"|"locality"
13691|"Speeding"|"30/04/2018"|"People are doing over 50 mph going UP the hill, for gosh sakes. Totally inappropriate."|"walks"|"SEBRIGHT LN & HAWKSTONE DR"|"BURNET AV"|"3381293286633813082998"|""|"Clifton"|"SEBRIGHT LN & HAWKSTONE DR, Cincinnati, OH, USA"|"SEBRIGHT LN & HAWKSTONE DR, Cincinnati, OH, USA"|39.073207|-84.39421|"locality,political"|"locality"
13894|"Speeding"|"01/05/2018"|""|"drives"|"S HEATHER HILL BLVD & EIGHT MILE RD"|"CENTRAL AV"|"3325739567133258054920"|""|"Clifton"|"S HEATHER HILL BLVD & EIGHT MILE RD, Cincinnati, OH, USA"|"S HEATHER HILL BLVD & EIGHT MILE RD, Cincinnati, OH, USA"|39.257743|-84.546152|"locality,political"|"locality"
15185|"Speeding"|"11/05/2018"|"Cars are traveling very fast.  It is scary for drivers, much less pedestrians and bicyclist.  Enforcement needs to be increased."|"drives"|"KINGSCOVE WY & BURHAVEN LN"|"HAMILTON AV"|"3048499675530485307100"|""|"North Fairmount"|"KINGSCOVE WY & BURHAVEN LN, Cincinnati, OH, USA"|"KINGSCOVE WY & BURHAVEN LN, Cincinnati, OH, USA"|39.071351|-84.3702|"locality,political"|"locality"
15186|"Speeding"|"11/05/2018"|"cars moving way to fast"|"drives"|"BURHAVEN LN & KINGSCOVE WY"|"S FOREST AV"|"GJ3128160050GJ3132260100"|""|"Westwood"|"BURHAVEN LN & KINGSCOVE WY, Cincinnati, OH, USA"|"BURHAVEN LN & KINGSCOVE WY, Cincinnati, OH, USA"|39.071351|-84.3702|"locality,political"|"locality"
15187|"Speeding"|"11/05/2018"|"People routinely use the center double turn lane to drive straight.  Enforcement is needed.  Congestion in through lane caused by buses.  Need bus pull offs and bus stop consolidation."|"drives"|"SUNNY ACRES DR & HEATHGATE DR"|"MADISON RD"|"4075645171840759851965"|""|"Westwood"|"SUNNY ACRES DR & HEATHGATE DR, Cincinnati, OH, USA"|"SUNNY ACRES DR & HEATHGATE DR, Cincinnati, OH, USA"|39.050781|-84.355908|"locality,political"|"locality"
15201|"Speeding"|"11/05/2018"|"Cars need to slow down"|"drives"|"STRATTON AV & GWENDOLYN DR"|"MADISON RD"|"4075170137240756451718"|""|"Westwood"|"STRATTON AV & GWENDOLYN DR, Cincinnati, OH, USA"|"STRATTON AV & GWENDOLYN DR, Cincinnati, OH, USA"|39.053854|-84.401505|"locality,political"|"locality"
15202|"Speeding"|"11/05/2018"|"Bus pull off need to be installed on Montana to make the 3 lane configuration work during peak hours"|"walks"|"STONINGTON RD & WETHERIDGE DR"|"MADISON RD"|"4760966842547614148375"|""|"Westwood"|"STONINGTON RD & WETHERIDGE DR, Cincinnati, OH, USA"|"STONINGTON RD & WETHERIDGE DR, Cincinnati, OH, USA"|39.064644|-84.365719|"locality,political"|"locality"
1746|"Speeding"|"11/02/2018"|"Average travel speed is over posted speed on a regular business.  Not safe for any modes of travel.  Road needs to be narrowed so travel speed drops."|"bikes"|"RAVOGLI AV & HARRISON AV"|"Harrison Av"|"2526043254725269762726"|""|"Westwood"|"RAVOGLI AV & HARRISON AV, Cincinnati, OH, USA"|"RAVOGLI AV & HARRISON AV, Cincinnati, OH, USA"|39.14134|-84.589062|"locality,political"|"locality"
1861|"Speeding"|"12/02/2018"|"Wittekind is used as a cut through street from North Bend Rd to Hamilton Ave via Edwood. Curb humps should be installed."|"walks"|"LARRY AV & LARRY AV TERM E OF HAMILTON AV"|"Wittekind Ter"|"3018264592130197295743"|""|"College Hill"|"LARRY AV & LARRY AV TERM E OF HAMILTON AV, Cincinnati, OH, USA"|"LARRY AV & LARRY AV TERM E OF HAMILTON AV, Cincinnati, OH, USA"|39.208329|-84.547983|"locality,political"|"locality"
1877|"Speeding"|"12/02/2018"|"People speed down these 3 blocks of  6th St."|"walks"|"MAIN ST & E 6TH ST"|"E 6th St"|"3358123805833583568095"|""|"Downtown"|"MAIN ST & E 6TH ST, Cincinnati, OH, USA"|"MAIN ST & E 6TH ST, Cincinnati, OH, USA"|39.103432|-84.506783|"locality,political"|"locality"
1880|"Speeding"|"12/02/2018"|"Vehicles routinely speed"|"drives"|"HAMILTON AV & PEASLEE AV"|"Hamilton Av"|"3018255621930182645921"|""|"College Hill"|"HAMILTON AV & PEASLEE AV, Cincinnati, OH, USA"|"HAMILTON AV & PEASLEE AV, Cincinnati, OH, USA"|39.206267|-84.547852|"locality,political"|"locality"
2267|"Speeding"|"13/02/2018"|"Lots of speeding down our street. Concerned about getting hit when backing out for work with cars parked on street."|"walks"|"DEE AL & VERNE AV"|"34th Av"|"4250344569342504276774"|""|"Oakley"|"DEE AL & VERNE AV, Cincinnati, OH, USA"|"DEE AL & VERNE AV, Cincinnati, OH, USA"|39.198511|-84.356883|"locality,political"|"locality"
28|"Speeding"|"07/02/2018"|"People speed up the hill and do not yield to pedestrians, including children walking to Wm Taft Elementary."|"walks"|"YOUNG ST & DORCHESTER AV"|"Young St"|"3369336344533693703694"|""|"Mt. Auburn"|"YOUNG ST & DORCHESTER AV, Cincinnati, OH, USA"|"YOUNG ST & DORCHESTER AV, Cincinnati, OH, USA"|39.112344|-84.506813|"locality,political"|"locality"
2977|"Speeding"|"15/02/2018"|"With no lights from Belmont to Colerain this area of North Bend is like an expressway.  Numerous accidents occur in this area as well. It's dangerous to walk this portion of North Bend."|"walks"|"KIPLINGTON DR & W NORTH BEND RD"|"W North Bend Rd"|"2803077274727934393375"|""|"Mt. Airy"|"KIPLINGTON DR & W NORTH BEND RD, Cincinnati, OH, USA"|"KIPLINGTON DR & W NORTH BEND RD, Cincinnati, OH, USA"|39.164493|-84.605982|"locality,political"|"locality"
321|"Speeding"|"07/02/2018"|""|"walks"|"I-71 SB EXWY & E 3RD ST"|"E 4th St"|"3359603735733500077676"|"I agree.  This is especially dangerous for people who must cross the street to get to a parked car or guests at the Residence Inn who cross to walk a dog in Lyle Park."|"Downtown"|"I-71 SB EXWY & E 3RD ST, Cincinnati, OH, USA"|"I-71 SB EXWY & E 3RD ST, Cincinnati, OH, USA"|39.099661|-84.505821|"locality,political"|"locality"
360|"Speeding"|"07/02/2018"|"Parking is permitted-GREAT when people do it-buffers the cars, which travel at high rates of speed-makes walking so much easier, but ppl rarely use it. Need signage/awareness campaign"|"walks"|"MORROW ST & MEARS AV"|"Beechmont Av"|"4693231264046939362144"|"Totally different pedestrian climate when cars parked.  Feels like walking in Hyde Park/areas like that.  Needs to be encouraged"|"Mt. Washington"|"MORROW ST & MEARS AV, Cincinnati, OH, USA"|"MORROW ST & MEARS AV, Cincinnati, OH, USA"|39.087733|-84.386315|"locality,political"|"locality"
367|"Speeding"|"07/02/2018"|"Needs street trees and more on-street parking.  Residential/institutional area.  When cars parked for McNick games, speeds decrease (good thing) and people walk more"|"walks"|"BRACHMAN AV & BEECHMONT AV"|"Beechmont Av"|"4695072135946953161191"|""|"Mt. Washington"|"BRACHMAN AV & BEECHMONT AV, Cincinnati, OH, USA"|"BRACHMAN AV & BEECHMONT AV, Cincinnati, OH, USA"|39.086292|-84.378554|"locality,political"|"locality"
372|"Speeding"|"07/02/2018"|"Ppl go WAY too fast through NBD.  Need to encourage onstreet parking (and allow it more places)- and stop high rate of speed."|"walks"|"CAMPUS LN & BEECHMONT AV"|"Beechmont Av"|"4702974351647029823159"|"Cars will honk and yell if you park here on weekends- even though it is legal"|"Mt. Washington"|"CAMPUS LN & BEECHMONT AV, Cincinnati, OH, USA"|"CAMPUS LN & BEECHMONT AV, Cincinnati, OH, USA"|39.091615|-84.387582|"locality,political"|"locality"
390|"Speeding"|"07/02/2018"|"Speeding is a major problem on Beechmont in MW.  Cars treat it like a raceway.  Rush hour particularly bad."|"drives"|"MORROW ST & MEARS AV"|"Beechmont Av"|"4693231264046939362144"|""|"Mt. Washington"|"MORROW ST & MEARS AV, Cincinnati, OH, USA"|"MORROW ST & MEARS AV, Cincinnati, OH, USA"|39.087733|-84.386315|"locality,political"|"locality"
401|"Speeding"|"07/02/2018"|"Traffic flies up Beechmont Hill at rush hour- and all other times of day."|"drives"|"BEECHMONT AV & WASIGO DR"|"Wasigo Dr"|"4702456639247030366306"|"Lights for protected left turns would be beneficial at many points on this stretch of Beechmont."|"Mt. Washington"|"BEECHMONT AV & WASIGO DR, Cincinnati, OH, USA"|"BEECHMONT AV & WASIGO DR, Cincinnati, OH, USA"|39.100405|-84.389015|"locality,political"|"locality"
4162|"Speeding"|"23/02/2018"|""|"walks"|"WOODFORD RD & WOODMONT AV"|"Woodford Rd"|"4282636586342830365831"|""|"Pleasant Ridge"|"WOODFORD RD & WOODMONT AV, Cincinnati, OH, USA"|"WOODFORD RD & WOODMONT AV, Cincinnati, OH, USA"|39.180799|-84.42729|"locality,political"|"locality"
4163|"Speeding"|"23/02/2018"|""|"walks"|"MONTGOMERY RD & GRAND VISTA AV"|"Montgomery Rd"|"4283427717342842347717"|""|"Pleasant Ridge"|"MONTGOMERY RD & GRAND VISTA AV, Cincinnati, OH, USA"|"MONTGOMERY RD & GRAND VISTA AV, Cincinnati, OH, USA"|39.143837|-84.470086|"locality,political"|"locality"
4177|"Speeding"|"23/02/2018"|""|"drives"|"TROY AV & RIDGE AV"|"Ridge Av"|"4282221734742822277025"|""|"Pleasant Ridge"|"TROY AV & RIDGE AV, Cincinnati, OH, USA"|"TROY AV & RIDGE AV, Cincinnati, OH, USA"|39.184923|-84.430636|"locality,political"|"locality"
4178|"Speeding"|"23/02/2018"|""|"drives"|"BONA VISTA PL & LOSANTIVILLE AV"|"Losantiville Av"|"4280840759642812957197"|""|"Pleasant Ridge"|"BONA VISTA PL & LOSANTIVILLE AV, Cincinnati, OH, USA"|"BONA VISTA PL & LOSANTIVILLE AV, Cincinnati, OH, USA"|39.185387|-84.43229|"locality,political"|"locality"
436|"Speeding"|"07/02/2018"|"people come around the bend at a high speed. makes impossible to turn into businesses or pull out."|"drives"|"I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD"|"Reading Rd"|"3370783520633610253566"|""|"Walnut Hills"|"I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA"|"I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA"|39.141134|-84.492947|"locality,political"|"locality"
482|"Speeding"|"07/02/2018"|"People act like 3rd St is an extension of 71."|"walks"|"WALNUT ST & E 3RD ST"|"E 3rd St"|"3327445652333479046603"|""|"Downtown"|"WALNUT ST & E 3RD ST, Cincinnati, OH, USA"|"WALNUT ST & E 3RD ST, Cincinnati, OH, USA"|39.099661|-84.505821|"locality,political"|"locality"
497|"Speeding"|"07/02/2018"|"People act like 2nd St is an extension of 71."|"walks"|"E 2ND ST & WALNUT ST"|"E 2nd St"|"3327494625933479536339"|""|"Downtown"|"E 2ND ST & WALNUT ST, Cincinnati, OH, USA"|"E 2ND ST & WALNUT ST, Cincinnati, OH, USA"|39.09496|-84.526775|"locality,political"|"locality"
5491|"Speeding"|"06/03/2018"|"Speeding is a major problem here.  No one goes the speed limit.  Dangerous to walk.  Very few people ever park on the street here b/c of the speed problem."|"walks"|"MORROW ST & MEARS AV"|"Beechmont Av"|"4693231264046939362144"|""|"Mt. Washington"|"MORROW ST & MEARS AV, Cincinnati, OH, USA"|"MORROW ST & MEARS AV, Cincinnati, OH, USA"|39.087733|-84.386315|"locality,political"|"locality"
66|"Speeding"|"07/02/2018"|"I witness speeding here on a daily basis on my commute to work."|"drives"|"EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD"|"W Galbraith Rd"|"3624136930836262638322"|""|"Hartwell"|"EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD, Cincinnati, OH, USA"|"EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD, Cincinnati, OH, USA"|39.21396|-84.484534|"locality,political"|"locality"
7186|"Speeding"|"14/03/2018"|"Between Colerain & Belmont, North Bend is like another I75.  Many accidents, lots of property damage due to speeding, not negotiating curve in road. It's a dangerous stretch of road.  Wish a traffic light could be installed to slow traffic."|"drives"|"WASHINGTON AV & HOOVEN AV"|"CORPORATION AL"|"3368851165633691471624"|""|"College Hill"|"WASHINGTON AV & HOOVEN AV, Cincinnati, OH, USA"|"WASHINGTON AV & HOOVEN AV, Cincinnati, OH, USA"|39.111886|-84.691397|"locality,political"|"locality"
7282|"Speeding"|"15/03/2018"|"Harvest is a cut-though street in the AM and PM with parking on both sides. People speed. There are no speed bumps like all the other cut-throughs"|"walks"|"SHEITS RD & BLUE ROCK RD"|"ELBERON AV"|"2882187879228822419402"|""|"Pleasant Ridge"|"SHEITS RD & BLUE ROCK RD, Cincinnati, OH, USA"|"SHEITS RD & BLUE ROCK RD, Cincinnati, OH, USA"|39.240573|-84.620742|"locality,political"|"locality"
7283|"Speeding"|"15/03/2018"|"people crossing Burnett often have to navigate speeding cars"|"walks"|"BLUE ROCK RD & SHEITS RD"|"ELBERON AV"|"2882260952928823709944"|""|"Avondale"|"BLUE ROCK RD & SHEITS RD, Cincinnati, OH, USA"|"BLUE ROCK RD & SHEITS RD, Cincinnati, OH, USA"|39.240573|-84.620742|"locality,political"|"locality"
748|"Speeding"|"08/02/2018"|""|"drives"|"EGBERT AV & AMAZON AV"|"Amazon Av"|"3266401838932672038111"|"Speed limit is ignored."|"Clifton"|"EGBERT AV & AMAZON AV, Cincinnati, OH, USA"|"EGBERT AV & AMAZON AV, Cincinnati, OH, USA"|39.162169|-84.517985|"locality,political"|"locality"
8114|"Speeding"|"20/03/2018"|"People speed past this intersection trying to get around other cars and since it is on a slight curve, someone is going to get killed."|"drives"|"HARRISON RD & HARRISON AV"|"ELBERON AV"|"2882418032628725411010"|""|"CUF"|"HARRISON RD & HARRISON AV, Cincinnati, OH, USA"|"HARRISON RD & HARRISON AV, Cincinnati, OH, USA"|39.095735|-84.300899|"locality,political"|"locality"
8753|"Speeding"|"22/03/2018"|"Need speed humps like on Wunder"|"walks"|"COLERAIN RD & W KEMPER RD"|"NORTHRIDGE DR"|"3039457181930395062145"|""|"Westwood"|"COLERAIN RD & W KEMPER RD, Cincinnati, OH, USA"|"COLERAIN RD & W KEMPER RD, Cincinnati, OH, USA"|39.133547|-84.535955|"locality,political"|"locality"
8754|"Speeding"|"22/03/2018"|"Need speed hump like on Wunder"|"walks"|"YEATMAN RD & COLERAIN RD"|"FOXWOOD DR"|"3039506214530305401989"|""|"Westwood"|"YEATMAN RD & COLERAIN RD, Cincinnati, OH, USA"|"YEATMAN RD & COLERAIN RD, Cincinnati, OH, USA"|39.290068|-84.631062|"locality,political"|"locality"
9113|"Speeding"|"27/03/2018"|"People speed on Losantiville. Golf Manor lowered the speed limit to 25 MPH, why doesn't Cincinnati? If Golf Manor can, so can we."|"drives"|"JEANNIE AV & WETHERIDGE DR"|"VERDIN AV"|"2372231731823732437226"|""|"Pleasant Ridge"|"JEANNIE AV & WETHERIDGE DR, Cincinnati, OH, USA"|"JEANNIE AV & WETHERIDGE DR, Cincinnati, OH, USA"|39.069911|-84.364297|"locality,political"|"locality"
926|"Speeding"|"08/02/2018"|"Speeders make it dangerous to back out of your driveway. I've seen drivers cross center line to pass!"|"drives"|"GREEN HILL AV & GREENDALE AV"|"Woolper Av"|"3276137533033981895084"|""|"Clifton"|"GREEN HILL AV & GREENDALE AV, Cincinnati, OH, USA"|"GREEN HILL AV & GREENDALE AV, Cincinnati, OH, USA"|39.150361|-84.510534|"locality,political"|"locality"
9280|"Speeding"|"28/03/2018"|"This street is used as a cut through and people speed down this road"|"walks"|"LOFTY VIEW LN & PINNACLE DR"|"DAVENPORT AV"|"2884571768628846017945"|""|"Westwood"|"LOFTY VIEW LN & PINNACLE DR, Cincinnati, OH, USA"|"LOFTY VIEW LN & PINNACLE DR, Cincinnati, OH, USA"|39.200061|-84.670682|"locality,political"|"locality"
939|"Speeding"|"08/02/2018"|"Cars going to or leaving Sunoco are always speeding and to many wrecks in this area"|"walks"|"MONTGOMERY RD & ROBISON RD"|"Orchard Ln"|"4284234771742943569688"|""|"Kennedy Heights"|"MONTGOMERY RD & ROBISON RD, Cincinnati, OH, USA"|"MONTGOMERY RD & ROBISON RD, Cincinnati, OH, USA"|39.185919|-84.420326|"locality,political"|"locality"
9714|"Speeding"|"30/03/2018"|"We need speed bumps on this part of the street for speeders."|"walks"|"1ST ST & LONG ST"|"FINDLAY ST"|"2931486301729318253034"|""|"Spring Grove Village"|"1ST ST & LONG ST, Cincinnati, OH, USA"|"1ST ST & LONG ST, Cincinnati, OH, USA"|39.11504|-84.514133|"locality,political"|"locality"
9715|"Speeding"|"30/03/2018"|"People speed through this area and use it as a short-cut. We need speed bumps to slow people down in this area with a lot of children."|"walks"|"LONG ST & 1ST ST"|"HANNA AV"|"6119600349161100214002"|""|"Spring Grove Village"|"LONG ST & 1ST ST, Cincinnati, OH, USA"|"LONG ST & 1ST ST, Cincinnati, OH, USA"|39.11504|-84.514133|"locality,political"|"locality"
9729|"Speeding"|"30/03/2018"|"There are speed bumps on N. Edgewood further down the street however no speed bumps on the northern half of N. Edgewood. People speed and there are many children who live in this area. We need speed bumps on N. Edgewood north of Froome."|"walks"|"SHERMAN AV & ANTOINETTE AV"|"ERIE AV"|"4240279057042405730518"|""|"Spring Grove Village"|"SHERMAN AV & ANTOINETTE AV, Cincinnati, OH, USA"|"SHERMAN AV & ANTOINETTE AV, Cincinnati, OH, USA"|39.161486|-84.470492|"locality,political"|"locality"
