"address_x","lat","long","age","community_council_neighborhood","cpd_neighborhood","crashdate","crashlocation","crashseverity","crashseverityid","datecrashreported","dayofweek","gender","injuries","instanceid","lightconditionsprimary","localreportno","mannerofcrash","roadconditionsprimary","roadcontour","roadsurface","sna_neighborhood","typeofperson","weather","zip","dist","cell_id","lat_cell","long_cell","hood","hood_id"
"23XX RIVERSIDE DR",39.124678,-84.468313,"26-30","N/A","N/A","08/11/2016 10:40:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/11/2016 10:41:00 PM +0000","THU","MALE","5 - FATAL","7B10EF22-82A7-479C-B00A-E5D1BC246E45","4 - DARK - LIGHTED ROADWAY","165012778","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45202",0.142554337289749,450033,39.1232293030429,-84.4692347801341,"East End",273544
"21XX LANGDON FARM RD",39.183353,-84.455213,"OVER 70","N/A","N/A","04/16/2015 08:50:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"04/16/2015 08:50:00 PM +0000","THU","M - MALE","5 - FATAL","FC8805D1-CE6D-4B42-81BE-FC44A71C7041","4 - DARK - LIGHTED ROADWAY","155005220","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","4 - RAIN","45237",0.162483127227712,390060,39.1839703181622,-84.4556795105948,"Bond Hill",199607
"53XX HAMILTON AV",39.185538,-84.545438,"61-70","COLLEGE HILL","COLLEGE  HILL","05/19/2015 05:37:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/19/2015 05:37:00 AM +0000","TUE","M - MALE","5 - FATAL","D3C62FD5-D0DA-4EDF-81BA-AC13B49C99FB","4 - DARK - LIGHTED ROADWAY","155006869","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","COLLEGE HILL","D - DRIVER","1 - CLEAR","45224",0.127435925848372,790061,39.1862508586866,-84.5460480149778,"College Hill",200100
"10XX W NORTH BEND RD",39.202365,-84.531219,"UNDER 18","N/A","N/A","12/05/2014 02:28:00 AM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"12/05/2014 02:45:00 AM +0000","FRI","M - MALE","5 - FATAL","1C89EFEA-287A-43AB-B3AB-2C8E068A11ED","4 - DARK - LIGHTED ROADWAY","145012747","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","4 - RAIN","45224",0.102022713505548,730069,39.2042507440369,-84.5324927356289,"College Hill",200100
"22XX VINE ST",39.123587,-84.515799,"41-50","N/A","N/A","02/18/2017 12:45:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/18/2017 12:48:00 PM +0000","SAT","M - MALE","5 - FATAL","CDDC8688-725E-41F2-8FC2-74198FEDC212","1 - DAYLIGHT","175002403","6 - ANGLE","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45219",0.104941242392286,660033,39.1232485338519,-84.5166782437008,"CUF",273417
"1XX W NORTH BEND RD",39.197816,-84.481607,"31-40","N/A","N/A","09/20/2017 12:18:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/20/2017 12:19:00 AM +0000","WED","M - MALE","5 - FATAL","A6B19C1F-440C-4EF5-A4A6-79E25E53B3CF","4 - DARK - LIGHTED ROADWAY","175014210","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45216",0.140044113615051,500066,39.197485685383,-84.4805308400858,"Carthage",199885
"6XX LINCOLN AV",39.133229,-84.495061,"41-50","N/A","N/A","11/01/2016 07:01:00 PM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"11/01/2016 07:01:00 PM +0000","TUE","M - MALE","5 - FATAL","D2C394E2-3F7D-4FFE-8E08-974D38E03DDE","4 - DARK - LIGHTED ROADWAY","165018078","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45206",0.125833767482963,560037,39.1322417823509,-84.4940861149623,"Walnut Hills",204112
"38XX COLUMBIA PY",39.113294,-84.435193,"31-40","N/A","N/A","05/18/2018 05:23:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/18/2018 05:23:00 AM +0000","FRI","M - MALE","5 - FATAL","3F1558C2-FA15-4530-8C2D-518F8B75274F","4 - DARK - LIGHTED ROADWAY","185006936","3 - HEAD-ON","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45226",0.125951379629903,300029,39.1142037876418,-84.4353466141867,"Columbia-Tusculum",273334
"38XX READING RD",39.153439,-84.484355,"51-60","N/A","N/A","05/26/2017 10:24:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/26/2017 10:25:00 PM +0000","FRI","M - MALE","5 - FATAL","21D21216-BD4B-45F3-9AB5-1810784A0376","4 - DARK - LIGHTED ROADWAY","175007925","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","2 - CLOUDY","45229",0.124833006456168,520046,39.1524878739835,-84.4850492648585,"North Avondale",274686
"1XX W NORTH BEND RD",39.198286,-84.481077,"31-40","N/A","N/A","09/20/2017 12:18:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/20/2017 12:19:00 AM +0000","WED","M - MALE","5 - FATAL","A6B19C1F-440C-4EF5-A4A6-79E25E53B3CF","4 - DARK - LIGHTED ROADWAY","175014210","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45216",0.140044113615051,500066,39.197485685383,-84.4805308400858,"Carthage",199885
"34XX WARSAW AV",39.11058,-84.566238,"OVER 70","EAST PRICE HILL","EAST PRICE HILL","10/24/2014 08:00:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"10/24/2014 08:00:00 AM +0000","FRI","M - MALE","5 - FATAL","B8D41F8B-05E9-4726-A41A-48A5AF3DBABF","1 - DAYLIGHT","145010625","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","EAST PRICE HILL","P - PEDESTRIAN","1 - CLEAR","45205",0.13239178135776,880027,39.1097480420887,-84.5663809332601,"East Price Hill",273561
"8XX DUTCH COLONY DR",39.189944,-84.519109,"UNKNOWN","N/A","N/A","12/28/2017 04:57:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/28/2017 04:58:00 PM +0000","THU","F - FEMALE","5 - FATAL","3777E115-43DE-40F7-91C2-D22F4A35B9F7","1 - DAYLIGHT","175019704","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45232",0.112201844426856,670063,39.1907490303561,-84.5189374566634,"Winton Hills",276110
"34XX EDWARDS RD",39.139585,-84.443318,"OVER 70","N/A","N/A","01/27/2016 07:40:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"01/27/2016 07:42:00 PM +0000","WED","M - MALE","5 - FATAL","EFAFEF76-97CE-4D6F-8D93-EFD3D2F77B91","4 - DARK - LIGHTED ROADWAY","165001379","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45208",0.127480160058288,340040,39.1389615647748,-84.4443834558779,"Hyde Park",201414
"60XX KELLOGG AV",39.061891,-84.421988,"61-70","N/A","N/A","06/03/2016 09:58:00 PM +0000","07 - ON RAMP","1 - FATAL INJURY",1,"06/03/2016 09:58:00 PM +0000","FRI","M - MALE","5 - FATAL","2986628E-6A6E-4C35-8BB6-844909766029","4 - DARK - LIGHTED ROADWAY","165008713","2 - REAR-END","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45228",0.203257390856684,240006,39.0624408122465,-84.4217913556542,"California",199824
"4XX W KING DR",39.135885,-84.520406,"18-25","N/A","N/A","08/18/2018 01:10:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/18/2018 01:10:00 AM +0000","SAT","M - MALE","5 - FATAL","6A61DF2A-DB5F-4B97-A153-B40CBE31DC45","4 - DARK - LIGHTED ROADWAY","185011535","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45220",0.114769126711711,680039,39.1367493745699,-84.5211966698636,"CUF",273417
"47XX KIRBY AV",39.177423,-84.552967,"26-30","N/A","N/A","09/30/2013 11:54:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/30/2013 11:54:00 PM +0000","MON","M - MALE","5 - FATAL","5631A34E-8074-4989-A675-2FD9E7BF58A0","4 - DARK - LIGHTED ROADWAY","135010680","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","4 - CURVE GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45223",0.0100748045226092,820057,39.1772503270518,-84.5528256545861,"Mt. Airy",274620
"S I71 AT 4-2 MM",39.138885,-84.486721,"41-50","N/A","N/A","02/17/2016 03:00:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"02/17/2016 03:01:00 AM +0000","WED","M - MALE","5 - FATAL","70026020-886E-48EE-8385-4FB58356D740","4 - DARK - LIGHTED ROADWAY","165002396","3 - HEAD-ON","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","",0.159651036654847,530040,39.1389889096547,-84.487308477316,"Avondale",199345
"E I275 AT 72-9 MM",39.058977,-84.425016,"18-25","N/A","N/A","09/05/2015 06:58:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/05/2015 07:00:00 AM +0000","SAT","M - MALE","5 - FATAL","719712BD-9CA1-41CC-9AA7-31FBC427F7DC","1 - DAYLIGHT","155012606","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45230",0.167866823563417,250004,39.0579430765678,-84.4240505651117,"California",199824
"N I75 AT 8-1 MM",39.189376,-84.480591,"31-40","N/A","N/A","08/17/2013 11:37:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/17/2013 11:38:00 PM +0000","SAT","F - FEMALE","5 - FATAL","DE329B65-7A1D-467B-B461-662AB3791945","4 - DARK - LIGHTED ROADWAY","135009431","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45237",0.121356426030807,500062,39.1884856782365,-84.4805308401158,"Bond Hill",199607
"28XX MONTANA AV",39.148599,-84.592058,"26-30","N/A","N/A","05/06/2017 02:31:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/06/2017 02:32:00 AM +0000","SAT","M - MALE","5 - FATAL","465EA174-94A4-4B87-AB19-5A5AFFB7FF5C","4 - DARK - LIGHTED ROADWAY","175006713","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","2 - CLOUDY","45211",0.185281941103399,990044,39.1479899202137,-84.5912322741191,"Westwood",204284
"22XX HARRISON AV",39.135271,-84.573619,"31-40","WESTWOOD","WESTWOOD","11/19/2017 12:58:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"11/19/2017 12:58:00 AM +0000","SUN","M - MALE","5 - FATAL","FDDC50ED-4748-4B03-9834-4C18A25BAA4E","4 - DARK - LIGHTED ROADWAY","175017732","6 - ANGLE","02 - WET","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","WESTWOOD","O - OCCUPANT","4 - RAIN","45211",0.16826992066972,910038,39.1344963633889,-84.5731585722245,"Westwood",204284
"65XX MONTGOMERY RD",39.18875,-84.414534,"26-30","KENNEDY HEIGHTS","KENNEDY  HEIGHTS","12/25/2013 12:10:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"12/25/2013 12:12:00 AM +0000","WED","M - MALE","5 - FATAL","14412CA1-3A85-455E-B64C-22186A363FAD","4 - DARK - LIGHTED ROADWAY","135013104","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","KENNEDY HEIGHTS","D - DRIVER","1 - CLEAR","45213",0.0579760566543053,210062,39.1884338047751,-84.4150137277658,"Kennedy Heights",201559
"42XX SPRING GROVE AV",39.161027,-84.530027,"41-50","N/A","N/A","10/16/2015 02:40:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"10/16/2015 02:41:00 PM +0000","FRI","M - MALE","5 - FATAL","A007EEFD-5210-4800-907F-91FDA225D1FE","1 - DAYLIGHT","155015042","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45223",0.0819941456700533,720050,39.1615005309307,-84.5302335224729,"Northside",274791
"S I75 AT 0-1 MM",39.100299,-84.522031,"31-40","N/A","N/A","08/30/2015 09:51:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"08/30/2015 09:51:00 PM +0000","SUN","M - MALE","5 - FATAL","316DB597-19A7-4913-9EA6-A83A68237F51","4 - DARK - LIGHTED ROADWAY","155012242","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","1 - CONCRETE","N/A","P - PEDESTRIAN","1 - CLEAR","",0.214887479843818,680023,39.1007493420291,-84.5211966699216,"Central Business District",273189
"7XX E PETE ROSE WY",39.099336,-84.500458,"18-25","DOWNTOWN","C. B. D. / RIVERFRONT","05/30/2014 11:45:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"05/30/2014 11:46:00 AM +0000","FRI","M - MALE","5 - FATAL","E8701BBF-2998-4F57-AB57-1A051E4073B1","1 - DAYLIGHT","145004115","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","DOWNTOWN","O - OCCUPANT","1 - CLEAR","45202",0.00553503473859402,590022,39.0984942388562,-84.5008637531902,"Central Business District",273189
"1XX W NORTH BEND RD",39.197456,-84.480677,"18-25","N/A","N/A","09/20/2017 12:18:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/20/2017 12:19:00 AM +0000","WED","M - MALE","5 - FATAL","A6B19C1F-440C-4EF5-A4A6-79E25E53B3CF","4 - DARK - LIGHTED ROADWAY","175014210","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45216",0.140044113615051,500066,39.197485685383,-84.4805308400858,"Carthage",199885
"36XX VINE ST",39.149329,-84.510704,"18-25","CLIFTON","CLIFTON","09/25/2014 12:51:00 PM +0000","10 - DRIVEWAY/ALLEY ACCESS","1 - FATAL INJURY",1,"09/25/2014 12:52:00 PM +0000","THU","M - MALE","5 - FATAL","2FFB9179-28EB-442C-A504-4783B2E8A20B","1 - DAYLIGHT","145009159","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","CLIFTON","D - DRIVER","1 - CLEAR","45220",0.156906764273579,630045,39.1502469878526,-84.5099006045931,"Avondale",199345
"2XX GLENMARY AV",39.14586,-84.51873,"OVER 70","N/A","N/A","01/24/2015 10:59:00 AM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"01/24/2015 11:00:00 AM +0000","SAT","M - MALE","5 - FATAL","E87ACF2F-152B-4118-A808-3ABAB94D657F","1 - DAYLIGHT","155000960","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45220",0.00434202418438345,670043,39.145748990145,-84.518937456741,"Clifton",200052
"2XX E KING DR",39.136193,-84.516125,"18-25","CORRYVILLE - HEIGHTS","CLIFTON","03/25/2014 03:39:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"03/25/2014 03:39:00 PM +0000","TUE","M - MALE","5 - FATAL","EA00C725-A4F1-40D8-AEF0-8034AD275C20","1 - DAYLIGHT","145002341","6 - ANGLE","02 - WET","1 - STRAIGHT LEVEL","1 - CONCRETE","CUF","D - DRIVER","2 - CLOUDY","45219",0.140040183813972,660039,39.1367485459505,-84.5166782436761,"CUF",273417
"22XX HARRISON AV",39.134171,-84.572299,"26-30","WESTWOOD","WESTWOOD","11/19/2017 12:58:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"11/19/2017 12:58:00 AM +0000","SUN","M - MALE","5 - FATAL","FDDC50ED-4748-4B03-9834-4C18A25BAA4E","4 - DARK - LIGHTED ROADWAY","175017732","6 - ANGLE","02 - WET","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","WESTWOOD","D - DRIVER","4 - RAIN","45211",0.16826992066972,910038,39.1344963633889,-84.5731585722245,"Westwood",204284
"COVEDALE AV",39.108895,-84.607064,"18-25","N/A","N/A","11/10/2013 07:00:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"11/10/2013 07:02:00 PM +0000","SUN","M - MALE","5 - FATAL","EEBBAFE1-5414-469E-8D77-B95C97D0F49A","5 - DARK – ROADWAY NOT LIGHTED","135011900","6 - ANGLE","01 - DRY","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","O - OCCUPANT","1 - CLEAR","45238",0.150974593252122,1060027,39.1097319525765,-84.6070467599207,"West Price HIll",275981
"27XX WASSON RD",39.144022,-84.441557,"31-40","N/A","N/A","08/25/2016 02:49:00 AM +0000","03 - T-INTERSECTION","1 - FATAL INJURY",1,"08/25/2016 02:50:00 AM +0000","THU","M - MALE","5 - FATAL","C66B1A5C-0CD5-4D00-9C7D-481051215A71","4 - DARK - LIGHTED ROADWAY","165013628","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45209",0.0808165875606036,330042,39.1434596922079,-84.4421242452268,"Hyde Park",201414
"E I275 AT KELLOGG",39.060487,-84.422555,"UNDER 18","N/A","N/A","03/09/2014 05:16:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"03/09/2014 05:18:00 PM +0000","SUN","M - MALE","5 - FATAL","50BACF67-2F74-47B6-8B7B-D3E75C4194FE","1 - DAYLIGHT","145001920","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","1 - CONCRETE","N/A","O - OCCUPANT","1 - CLEAR","",0.29281216056493,240005,39.0601908111594,-84.4217913556628,"California",199824
"41XX HAMILTON AV",39.162149,-84.540481,"31-40","N/A","N/A","09/08/2016 05:43:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"09/08/2016 05:43:00 PM +0000","THU","F - FEMALE","5 - FATAL","9DFB0DBC-7034-4DE6-9517-0C07FFEBC20D","1 - DAYLIGHT","165014639","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45223",0.158741203288309,770050,39.1615009671236,-84.5415295885471,"Northside",274791
"14XX COLUMBIA PY",39.111095,-84.491006,"26-30","N/A","N/A","04/03/2014 02:31:00 AM +0000","04 - Y-INTERSECTION","1 - FATAL INJURY",1,"04/03/2014 02:31:00 AM +0000","THU","M - MALE","5 - FATAL","0DBED5DE-6894-4430-951A-267BE65C13CD","4 - DARK - LIGHTED ROADWAY","145002546","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","2 - STRAIGHT GRADE","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","4 - RAIN","45202",0.289508581496799,550028,39.1119908494953,-84.4918269024187,"Mt. Adams",274619
"50XX PADDOCK RD",39.177933,-84.477063,"51-60","N/A","N/A","03/18/2017 01:09:00 AM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"03/18/2017 01:09:00 AM +0000","SAT","M - MALE","5 - FATAL","FD3F3696-1606-4838-9071-D5291D816AE6","4 - DARK - LIGHTED ROADWAY","175003936","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","02 - WET","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","2 - CLOUDY","45237",0.081909645298433,480057,39.1772332699515,-84.4760124158241,"Bond Hill",199607
"16XX QUEEN CITY AV",39.109747,-84.545852,"51-60","N/A","N/A","06/29/2016 01:05:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"06/29/2016 01:05:00 PM +0000","WED","M - MALE","5 - FATAL","488060CD-9FC6-4C7E-9783-06F63966BAF1","1 - DAYLIGHT","165010107","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45214",0.146044953590136,790027,39.1097507890803,-84.546048015005,"Lower Price Hill",276431
"27XX HILLVISTA LN",39.192811,-84.573556,"UNDER 18","N/A","N/A","04/07/2017 04:30:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"04/07/2017 04:34:00 PM +0000","FRI","M - MALE","5 - FATAL","558A7EF2-DCED-4CB9-AC99-C62F998D7513","1 - DAYLIGHT","175005080","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","P - PEDESTRIAN","1 - CLEAR","45224",0.103476958792548,910064,39.1929964145991,-84.5731585722813,"Mt. Airy",274620
"36XX VICTORY PY",39.154518,-84.472115,"61-70","NORTH AVONDALE","NORTH AVONDALE","02/13/2018 03:15:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"02/13/2018 03:17:00 PM +0000","TUE","M - MALE","5 - FATAL","87BA9598-E0C8-483F-B42E-2F11FD324749","1 - DAYLIGHT","185002214","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","NORTH AVONDALE - PADDOCK HILLS","D - DRIVER","1 - CLEAR","45229",0.127936822358345,460047,39.1547306789762,-84.4714939918954,"Evanston",200632
"20XX HARRISON AV",39.133331,-84.568269,"18-25","N/A","N/A","03/24/2014 02:38:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"03/24/2014 02:38:00 AM +0000","MON","M - MALE","5 - FATAL","C0E0A358-F3EC-477C-B944-BF9D8D1B5FB9","4 - DARK - LIGHTED ROADWAY","145002303","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45214",0.116708175402966,890037,39.1322475388834,-84.5686401462933,"South Fairmount",203599
"57XX GLENWAY AV",39.135554,-84.613283,"51-60","N/A","N/A","07/14/2016 10:29:00 PM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"07/14/2016 10:31:00 PM +0000","THU","M - MALE","5 - FATAL","F776D7BF-0C15-4276-BA80-103E627266C6","4 - DARK - LIGHTED ROADWAY","165011088","7 - SIDESWIPE, SAME DIRECTION","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45238",0.171072188524158,1090038,39.1344779159991,-84.6138243956002,"Westwood",204284
"73XX RIVER RD",39.125609,-84.705047,"18-25","N/A","N/A","07/27/2018 10:48:00 PM +0000","02 - FOUR-WAY INTERSECTION","1 - FATAL INJURY",1,"07/27/2018 10:50:00 PM +0000","FRI","F - FEMALE","5 - FATAL","A2D91171-2452-43C1-949F-17F16DF2A886","4 - DARK - LIGHTED ROADWAY","185010465","6 - ANGLE","01 - DRY","1 - STRAIGHT LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45233",0.180292939587588,1490034,39.1253863325892,-84.7041927626845,"Sayler Park",203392
"20XX HARRISON AV",39.133501,-84.567769,"18-25","N/A","N/A","03/24/2014 02:38:00 AM +0000","01 - NOT AN INTERSECTION","1 - FATAL INJURY",1,"03/24/2014 02:38:00 AM +0000","MON","M - MALE","5 - FATAL","9CAEB869-6849-4B6E-8443-F91BBDE33913","4 - DARK - LIGHTED ROADWAY","145002303","1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT","01 - DRY","3 - CURVE LEVEL","2 - BLACKTOP, BITUMINOUS, ASPHALT","N/A","D - DRIVER","1 - CLEAR","45214",0.165909333993995,890038,39.1344975408823,-84.568640146295,"South Fairmount",203599
