"requestid","requesttyp","requestdat","comments","usertype","near_inter","near_str","strsegid","additional_comments","sna_name","srvy_address","geo_address","lat","long","geo_address_type","geo_accuracy","State","County","City","Name","RegionID","dist","cell_id","lat_cell","long_cell","hood","hood_id"
401,"Speeding","07/02/2018","Traffic flies up Beechmont Hill at rush hour- and all other times of day.","drives","BEECHMONT AV & WASIGO DR","Wasigo Dr","4702456639247030366306","Lights for protected left turns would be beneficial at many points on this stretch of Beechmont.","Mt. Washington","BEECHMONT AV & WASIGO DR, Cincinnati, OH, USA","BEECHMONT AV & WASIGO DR, Cincinnati, OH, USA",39.100405,-84.389015,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.116827813191221,90023,39.1006515905937,-84.3879032331037,"Mt. Washington",274624
4162,"Speeding","23/02/2018","","walks","WOODFORD RD & WOODMONT AV","Woodford Rd","4282636586342830365831","","Pleasant Ridge","WOODFORD RD & WOODMONT AV, Cincinnati, OH, USA","WOODFORD RD & WOODMONT AV, Cincinnati, OH, USA",39.180799,-84.42729,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.147859267062473,260059,39.1816953627268,-84.4263097742127,"Pleasant Ridge",202946
4163,"Speeding","23/02/2018","","walks","MONTGOMERY RD & GRAND VISTA AV","Montgomery Rd","4283427717342842347717","","Pleasant Ridge","MONTGOMERY RD & GRAND VISTA AV, Cincinnati, OH, USA","MONTGOMERY RD & GRAND VISTA AV, Cincinnati, OH, USA",39.143837,-84.470086,"locality,political","locality","OH","Hamilton","Cincinnati","Evanston","200632",0.080911346466026,450042,39.1434793183571,-84.46923478006,"Evanston",200632
4177,"Speeding","23/02/2018","","drives","TROY AV & RIDGE AV","Ridge Av","4282221734742822277025","","Pleasant Ridge","TROY AV & RIDGE AV, Cincinnati, OH, USA","TROY AV & RIDGE AV, Cincinnati, OH, USA",39.184923,-84.430636,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.141591733944329,280060,39.1839496828768,-84.4308281937835,"Pleasant Ridge",202946
4178,"Speeding","23/02/2018","","drives","BONA VISTA PL & LOSANTIVILLE AV","Losantiville Av","4280840759642812957197","","Pleasant Ridge","BONA VISTA PL & LOSANTIVILLE AV, Cincinnati, OH, USA","BONA VISTA PL & LOSANTIVILLE AV, Cincinnati, OH, USA",39.185387,-84.43229,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.0666669677285881,290061,39.1862017781845,-84.4330874037698,"Pleasant Ridge",202946
436,"Speeding","07/02/2018","people come around the bend at a high speed. makes impossible to turn into businesses or pull out.","drives","I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD","Reading Rd","3370783520633610253566","","Walnut Hills","I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA","I-71 NB EXWY TO DORCHESTER AV RAMP & READING RD, Cincinnati, OH, USA",39.141134,-84.492947,"locality,political","locality","OH","Hamilton","Cincinnati","Avondale","199345",0.108421901403887,550041,39.1412408740943,-84.491826902333,"Avondale",199345
482,"Speeding","07/02/2018","People act like 3rd St is an extension of 71.","walks","WALNUT ST & E 3RD ST","E 3rd St","3327445652333479046603","","Downtown","WALNUT ST & E 3RD ST, Cincinnati, OH, USA","WALNUT ST & E 3RD ST, Cincinnati, OH, USA",39.099661,-84.505821,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.121271134044586,610023,39.1007456796175,-84.5053821788555,"Central Business District",273189
497,"Speeding","07/02/2018","People act like 2nd St is an extension of 71.","walks","E 2ND ST & WALNUT ST","E 2nd St","3327494625933479536339","","Downtown","E 2ND ST & WALNUT ST, Cincinnati, OH, USA","E 2ND ST & WALNUT ST, Cincinnati, OH, USA",39.09496,-84.526775,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.105767709111322,700020,39.0939999898756,-84.5257150962056,"Central Business District",273189
5491,"Speeding","06/03/2018","Speeding is a major problem here.  No one goes the speed limit.  Dangerous to walk.  Very few people ever park on the street here b/c of the speed problem.","walks","MORROW ST & MEARS AV","Beechmont Av","4693231264046939362144","","Mt. Washington","MORROW ST & MEARS AV, Cincinnati, OH, USA","MORROW ST & MEARS AV, Cincinnati, OH, USA",39.087733,-84.386315,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.0963952787128103,80017,39.0871486234614,-84.3856440263767,"Mt. Washington",274624
66,"Speeding","07/02/2018","I witness speeding here on a daily basis on my commute to work.","drives","EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD","W Galbraith Rd","3624136930836262638322","","Hartwell","EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD, Cincinnati, OH, USA","EVERGREEN RIDGE DR & EVERGREEN RIDGE DR TERM W OF W GALBRAITH RD, Cincinnati, OH, USA",39.21396,-84.484534,"locality,political","locality","OH","Hamilton","Cincinnati","Hartwell","201193",0.105627113466224,520073,39.213237923277,-84.4850492646652,"Hartwell",201193
7186,"Speeding","14/03/2018","Between Colerain & Belmont, North Bend is like another I75.  Many accidents, lots of property damage due to speeding, not negotiating curve in road. It's a dangerous stretch of road.  Wish a traffic light could be installed to slow traffic.","drives","WASHINGTON AV & HOOVEN AV","CORPORATION AL","3368851165633691471624","","College Hill","WASHINGTON AV & HOOVEN AV, Cincinnati, OH, USA","WASHINGTON AV & HOOVEN AV, Cincinnati, OH, USA",39.111886,-84.691397,"locality,political","locality","OH","Hamilton","Cincinnati","Sayler Park","203392",0.190986238287836,1430028,39.1119045141927,-84.6906375239141,"Sayler Park",203392
748,"Speeding","08/02/2018","","drives","EGBERT AV & AMAZON AV","Amazon Av","3266401838932672038111","Speed limit is ignored.","Clifton","EGBERT AV & AMAZON AV, Cincinnati, OH, USA","EGBERT AV & AMAZON AV, Cincinnati, OH, USA",39.162169,-84.517985,"locality,political","locality","OH","Hamilton","Cincinnati","Northside","274791",0.122077639480984,670050,39.1614990042536,-84.5189374567138,"Clifton",200052
8753,"Speeding","22/03/2018","Need speed humps like on Wunder","walks","COLERAIN RD & W KEMPER RD","NORTHRIDGE DR","3039457181930395062145","","Westwood","COLERAIN RD & W KEMPER RD, Cincinnati, OH, USA","COLERAIN RD & W KEMPER RD, Cincinnati, OH, USA",39.133547,-84.535955,"locality,political","locality","OH","Hamilton","Cincinnati","Camp Washington","199841",0.0915618672307148,750038,39.1345008989206,-84.5370111621241,"Camp Washington",199841
926,"Speeding","08/02/2018","Speeders make it dangerous to back out of your driveway. I've seen drivers cross center line to pass!","drives","GREEN HILL AV & GREENDALE AV","Woolper Av","3276137533033981895084","","Clifton","GREEN HILL AV & GREENDALE AV, Cincinnati, OH, USA","GREEN HILL AV & GREENDALE AV, Cincinnati, OH, USA",39.150361,-84.510534,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton","200052",0.0998271637940871,630045,39.1502469878526,-84.5099006045931,"Avondale",199345
939,"Speeding","08/02/2018","Cars going to or leaving Sunoco are always speeding and to many wrecks in this area","walks","MONTGOMERY RD & ROBISON RD","Orchard Ln","4284234771742943569688","","Kennedy Heights","MONTGOMERY RD & ROBISON RD, Cincinnati, OH, USA","MONTGOMERY RD & ROBISON RD, Cincinnati, OH, USA",39.185919,-84.420326,"locality,political","locality","OH","Hamilton","Cincinnati","Pleasant Ridge","202946",0.147859267062473,230061,39.1861885591767,-84.4195321458951,"Kennedy Heights",201559
9714,"Speeding","30/03/2018","We need speed bumps on this part of the street for speeders.","walks","1ST ST & LONG ST","FINDLAY ST","2931486301729318253034","","Spring Grove Village","1ST ST & LONG ST, Cincinnati, OH, USA","1ST ST & LONG ST, Cincinnati, OH, USA",39.11504,-84.514133,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0997243511174925,650029,39.1142480461222,-84.5144190306687,"Over-The-Rhine",202750
9715,"Speeding","30/03/2018","People speed through this area and use it as a short-cut. We need speed bumps to slow people down in this area with a lot of children.","walks","LONG ST & 1ST ST","HANNA AV","6119600349161100214002","","Spring Grove Village","LONG ST & 1ST ST, Cincinnati, OH, USA","LONG ST & 1ST ST, Cincinnati, OH, USA",39.11504,-84.514133,"locality,political","locality","OH","Hamilton","Cincinnati","Over-The-Rhine","202750",0.0997243511174925,650029,39.1142480461222,-84.5144190306687,"Over-The-Rhine",202750
982,"Speeding","08/02/2018","The course between Lafayette & Whitfield is like a race track. Cars move way too fast. Needed is a light & crosswalk at the intersection of Morrison & Ludlow.  This would slow the traffic down & make for a safe crossing to access the park.","walks","MORRISON AV & MORRISON PL","Ludlow Av","3273274375432737863512","","Clifton","MORRISON AV & MORRISON PL, Cincinnati, OH, USA","MORRISON AV & MORRISON PL, Cincinnati, OH, USA",39.143383,-84.528951,"locality,political","locality","OH","Hamilton","Cincinnati","Clifton","200052",0.0980238143099088,710042,39.1435002965366,-84.5279743093076,"Clifton",200052
251,"Double Parking","07/02/2018","Cars often double park in front of the Mercantile Center at the bus stops and cause a traffic jam with busses that are trying to pull into their stop.","travels (other)","WALNUT ST & E 5TH ST","E 5th St","3357752746133582117563","Cars parked in front of the Mercantile Center at the bus stop.  Block the buses coming in to the stop and back up traffic.  Also, frequent jaywalking.  People run out in front of cars even though there is a crosswalk just a few feet away.","Downtown","WALNUT ST & E 5TH ST, Cincinnati, OH, USA","WALNUT ST & E 5TH ST, Cincinnati, OH, USA",39.10188,-84.508142,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.100921445185443,620024,39.1029963356098,-84.5076413917523,"Central Business District",273189
251,"Double Parking","07/02/2018","Cars often double park in front of the Mercantile Center at the bus stops and cause a traffic jam with busses that are trying to pull into their stop.","travels (other)","WALNUT ST & E 5TH ST","E 5th St","3357752746133582117563","Cars often do not see the red light fail to stop for pedestrians crossing into or out if the bus station. Perhaps blinking lights on the street along crosswalk?","Downtown","WALNUT ST & E 5TH ST, Cincinnati, OH, USA","WALNUT ST & E 5TH ST, Cincinnati, OH, USA",39.10188,-84.508142,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.100921445185443,620024,39.1029963356098,-84.5076413917523,"Central Business District",273189
100,"Parking too close to intersection","07/02/2018","The last metered parking spot on westbound Madison. This parking space should be removed and the area should be re-signed to indicate ~no parking~. Creates a dangerous situation with the fire hydrant. Cars can legally park within a couple feet of it.","drives","DRAKEWOOD DR & MARKBREIT AV","Madison Rd","4250514532242510965751","","Oakley","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA","DRAKEWOOD DR & MARKBREIT AV, Cincinnati, OH, USA",39.150776,-84.43339,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.149951028698814,290045,39.1502017582705,-84.4330874039134,"Oakley",202657
1951,"Parking too close to intersection","12/02/2018","","drives","MINOT AV & 34TH AV","34th Av","4250344569342504276774","","Oakley","MINOT AV & 34TH AV, Cincinnati, OH, USA","MINOT AV & 34TH AV, Cincinnati, OH, USA",39.152684,-84.433139,"locality,political","locality","OH","Hamilton","Cincinnati","Oakley","202657",0.109127570397876,290046,39.1524517595186,-84.4330874039045,"Oakley",202657
6081,"Parking too close to intersection","08/03/2018","Government vehicles often park here causing traffic backups and driver frustration. This area is already marked as a NO PARKING zone!","drives","CENTRAL AV & W 8TH ST","Central Av","3315192865633152478400","","West End","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA","CENTRAL AV & W 8TH ST, Cincinnati, OH, USA",39.103705,-84.520253,"locality,political","locality","OH","Hamilton","Cincinnati","West End","276647",0.129278866520844,680024,39.1029993440687,-84.521196669918,"West End",276647
10705,"Vehicles do not yield at crosswalks","06/04/2018","","walks","JACOB DR & DEERHORN DR","W 4TH ST","3326235679233264526826","","Avondale","JACOB DR & DEERHORN DR, Cincinnati, OH, USA","JACOB DR & DEERHORN DR, Cincinnati, OH, USA",39.13865,-84.620623,"locality,political","locality","OH","Hamilton","Cincinnati","Westwood","204284",0.0945511695560002,1120039,39.1367234692993,-84.6206020304111,"Westwood",204284
12385,"Vehicles do not yield at crosswalks","18/04/2018","I use this crosswalk daily and drivers do not yield to me and I've almost been hit several times even after the yield signs were installed.","walks","BEECHMONT AV & TALLBERRY DR","HIGHLAND AV","4518776884445087989108","","Avondale","BEECHMONT AV & TALLBERRY DR, Cincinnati, OH, USA","BEECHMONT AV & TALLBERRY DR, Cincinnati, OH, USA",39.123025,-84.418471,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Lookout","274623",0.0976752490603915,230033,39.1231885302615,-84.4195321461322,"Mt. Lookout",274623
12545,"Vehicles do not yield at crosswalks","20/04/2018","Crossing Harvey Road from UC employee parking lot can be dangerous.  Cars not stopping for pedestrians to cross.","walks","WAYSIDE CT & WAYSIDE PL","ERIE AV","4244379136942448441323","","Avondale","WAYSIDE CT & WAYSIDE PL, Cincinnati, OH, USA","WAYSIDE CT & WAYSIDE PL, Cincinnati, OH, USA",39.093344,-84.393262,"locality,political","locality","OH","Hamilton","Cincinnati","Mt. Washington","274624",0.101260355018107,110020,39.0939073878072,-84.3924216471956,"Mt. Washington",274624
1431,"Vehicles do not yield at crosswalks","09/02/2018","","walks","BURNET AV & E MARTIN LUTHER KING JR DR","Burnet Av","3370873897833809589736","Cars move to fast.  People run the lights.  People are walking and crossing in this area and do it at a risk.  Also some people cross when they should not.","Avondale","BURNET AV & E MARTIN LUTHER KING JR DR, Cincinnati, OH, USA","BURNET AV & E MARTIN LUTHER KING JR DR, Cincinnati, OH, USA",39.128388,-84.501776,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills","204112",0.133810035921423,590035,39.1277442642348,-84.5008637531154,"Walnut Hills",204112
1860,"Vehicles do not yield at crosswalks","12/02/2018","So many people cross here to get to CCHMC, a skywalk would be much safer.","walks","BURNET AV & KASOTA ST","Burnet Av","3381135139533811791814","","Avondale","BURNET AV & KASOTA ST, Cincinnati, OH, USA","BURNET AV & KASOTA ST, Cincinnati, OH, USA",39.133086,-84.501258,"locality,political","locality","OH","Hamilton","Cincinnati","Corryville","200172",0.134771840987532,590037,39.1322442681282,-84.5008637531039,"Avondale",199345
1863,"Vehicles do not yield at crosswalks","12/02/2018","Vehicles fail to yield to pedestrians crossing in front of Children's Hosp- both turning into the hospital from Burnet (both directions) & also turning out of the hospital drive.","walks","BURNET AV & CATHERINE ST","Catherine St","3381179181433817921759","","Avondale","BURNET AV & CATHERINE ST, Cincinnati, OH, USA","BURNET AV & CATHERINE ST, Cincinnati, OH, USA",39.128388,-84.501776,"locality,political","locality","OH","Hamilton","Cincinnati","Walnut Hills","204112",0.133810035921423,590035,39.1277442642348,-84.5008637531154,"Walnut Hills",204112
195,"Vehicles do not yield at crosswalks","07/02/2018","","drives","E 4TH ST & POSTAL AL","E 4th St","3327369698833575917023","","Downtown","E 4TH ST & POSTAL AL, Cincinnati, OH, USA","E 4TH ST & POSTAL AL, Cincinnati, OH, USA",39.102775,-84.501857,"locality,political","locality","OH","Hamilton","Cincinnati","Central Business District","273189",0.123027631748277,590024,39.1029942427687,-84.5008637531787,"Mt. Adams",274619
