street,city,,state,zipCode,lat,long,WalkScore,WalkScoreDesc,BikeScore,BikeScoreDesc,TransitScore,TransitScoreDesc,
Batavia Rd, Cincinnati,Batavia Rd Cincinnati,OH,45244,39.1116031,-84.3981876,25,Car-Dependent,,,,,
Clough Pike, Cincinnati,Clough Pike Cincinnati,OH,45244,39.1124694,-84.3932364,13,Car-Dependent,,,,,
Rollingrock Ln, Cincinnati,Rollingrock Ln Cincinnati,OH,45255,39.0555928,-84.3543487,,Car-Dependent,,,,,
Whisper Ln, Cincinnati,Whisper Ln Cincinnati,OH,45230,39.0837915,-84.4049346,1,Car-Dependent,,,,,
Brookstone Dr, Cincinnati,Brookstone Dr Cincinnati,OH,45230,39.0758165,-84.4061248,1,Car-Dependent,,,,,
Shady Hollow, Cincinnati,Shady Hollow Cincinnati,OH,45230,39.0844537,-84.4024618,2,Car-Dependent,,,,,
Salem Rd, Cincinnati,Salem Rd Cincinnati,OH,45230,39.0785972,-84.4027799,9,Car-Dependent,,,,,
Chestnut Ridge, Cincinnati,Chestnut Ridge Cincinnati,OH,45230,39.0721874,-84.4027799,3,Car-Dependent,,,,,
Lengwood Dr, Cincinnati,Lengwood Dr Cincinnati,OH,45244,39.112911,-84.3871548,4,Car-Dependent,,,,,
Forestway Ln, Cincinnati,Forestway Ln Cincinnati,OH,45230,39.081009,-84.397076,5,Car-Dependent,Somewhat Bikeable,21,,,
Turpin Hills, Cincinnati,Turpin Hills Cincinnati,OH,45244,39.1087243,-84.3821502,6,Car-Dependent,,,,,
Crittenden Dr, Cincinnati,Crittenden Dr Cincinnati,OH,45244,39.110894,-84.385773,4,Car-Dependent,,,,,
Ropes Dr, Cincinnati,Ropes Dr Cincinnati,OH,45244,39.1131545,-84.3838761,3,Car-Dependent,,,,,
Sebright Ln, Cincinnati,Sebright Ln Cincinnati,OH,45230,39.0727999,-84.3965203,11,Car-Dependent,,,,,
Squirehill Ct, Cincinnati,Squirehill Ct Cincinnati,OH,45230,39.0651281,-84.3958123,6,Car-Dependent,,,,,
Bennettwoods Ct, Cincinnati,Bennettwoods Ct Cincinnati,OH,45230,39.0591576,-84.367528,2,Car-Dependent,,,,,
Orchard Dr, Cincinnati,Orchard Dr Cincinnati,OH,45230,39.079452,-84.392901,22,Car-Dependent,Somewhat Bikeable,3,,,
Stirrup Rd, Cincinnati,Stirrup Rd Cincinnati,OH,45244,39.1090559,-84.3773705,6,Car-Dependent,,,,,
Luwista Ln, Cincinnati,Luwista Ln Cincinnati,OH,45230,39.078573,-84.391862,25,Car-Dependent,Somewhat Bikeable,31,,,
Watchview Ct, Cincinnati,Watchview Ct Cincinnati,OH,45230,39.0658855,-84.3927848,8,Car-Dependent,,,,,
Sonny Dr, Cincinnati,Sonny Dr Cincinnati,OH,45230,39.0628051,-84.3922204,4,Car-Dependent,,,,,
Lilbur Ln, Cincinnati,Lilbur Ln Cincinnati,OH,45230,39.0632522,-84.3890696,1,Car-Dependent,,,,,
Twig Ln, Cincinnati,Twig Ln Cincinnati,OH,45230,39.0737378,-84.3873817,36,Car-Dependent,,,,,
Autumnleaf Ln, Cincinnati,Autumnleaf Ln Cincinnati,OH,45230,39.0732368,-84.3870374,36,Car-Dependent,,,,,
Mercers Pointe, Cincinnati,Mercers Pointe Cincinnati,OH,45244,39.104169,-84.372252,19,Car-Dependent,,,,,
Dunwoodie Dr, Cincinnati,Dunwoodie Dr Cincinnati,OH,45230,39.0571528,-84.3707185,1,Car-Dependent,,,,,
Birchdale Ct, Cincinnati,Birchdale Ct Cincinnati,OH,45230,39.069061,-84.384341,13,Car-Dependent,,,,,
Glengariff Dr, Cincinnati,Glengariff Dr Cincinnati,OH,45230,39.06966,-84.3826855,9,Car-Dependent,,,,,
Evelyn Dr, Cincinnati,Evelyn Dr Cincinnati,OH,45230,39.0737906,-84.3814973,44,Car-Dependent,,,,,
Sherman Ave, Cincinnati,Sherman Ave Cincinnati,OH,45230,39.0784091,-84.3807146,52,Somewhat Walkable,Somewhat Bikeable,39,,,
Beechwood Terrace, Cincinnati,Beechwood Terrace Cincinnati,OH,45230,39.0769744,-84.3812484,44,Car-Dependent,,,,,
Kentucky View, Cincinnati,Kentucky View Cincinnati,OH,45230,39.0525399,-84.4021847,2,Car-Dependent,,,,,
Wyndwatch Dr, Cincinnati,Wyndwatch Dr Cincinnati,OH,45230,39.060316,-84.4022873,1,Car-Dependent,,,,,
Hitchingpost Ln, Cincinnati,Hitchingpost Ln Cincinnati,OH,45230,39.0692566,-84.3789722,3,Car-Dependent,,,,,
Grant Ave, Cincinnati,Grant Ave Cincinnati,OH,45230,39.075606,-84.376989,41,Car-Dependent,Somewhat Bikeable,33,,,
Treeridge Dr, Cincinnati,Treeridge Dr Cincinnati,OH,45244,39.1131022,-84.3659725,2,Car-Dependent,,,,,
Farmbrook Dr, Cincinnati,Farmbrook Dr Cincinnati,OH,45230,39.0651212,-84.3752124,12,Car-Dependent,,,,,
Five Mile, Cincinnati,Five Mile Cincinnati,OH,45230,39.054695,-84.383929,1,Car-Dependent,,,,,
Balbriggan Ct, Cincinnati,Balbriggan Ct Cincinnati,OH,45255,39.0557017,-84.3306422,,Car-Dependent,,,,,
Sunray Ave, Cincinnati,Sunray Ave Cincinnati,OH,45230,39.0717014,-84.3724684,29,Car-Dependent,,,,,
Wetheridge Dr, Cincinnati,Wetheridge Dr Cincinnati,OH,45230,39.0684827,-84.371722,13,Car-Dependent,,,,,
High Meadows, Cincinnati,High Meadows Cincinnati,OH,45230,39.0696891,-84.371077,25,Car-Dependent,,,,,
Maddux Dr, Cincinnati,Maddux Dr Cincinnati,OH,45230,39.0913529,-84.3681902,15,Car-Dependent,,,,,
Beechmont Ave, Cincinnati,Beechmont Ave Cincinnati,OH,45230,39.0795391,-84.3700618,38,Car-Dependent,,,,,
Stonington Rd, Cincinnati,Stonington Rd Cincinnati,OH,45230,39.06704,-84.3720916,19,Car-Dependent,,,,,
Paddison Rd, Cincinnati,Paddison Rd Cincinnati,OH,45230,39.081467,-84.3675742,11,Car-Dependent,,,,,
Maid Marian, Cincinnati,Maid Marian Cincinnati,OH,45230,39.0838413,-84.3676644,8,Car-Dependent,,,,,
Whipporwill Dr, Cincinnati,Whipporwill Dr Cincinnati,OH,45230,39.0612489,-84.3693289,1,Car-Dependent,,,,,
Moorfield Dr, Cincinnati,Moorfield Dr Cincinnati,OH,45230,39.0856092,-84.366835,6,Car-Dependent,,,,,
Turpin View, Cincinnati,Turpin View Cincinnati,OH,45244,39.1071981,-84.3629333,13,Car-Dependent,,,,,
Huntsman Ct, Cincinnati,Huntsman Ct Cincinnati,OH,45230,39.0819793,-84.3647404,7,Car-Dependent,,,,,
Royalgreen Dr, Cincinnati,Royalgreen Dr Cincinnati,OH,45244,39.102206,-84.364851,13,Car-Dependent,,,,,
Cedar Knolls, Cincinnati,Cedar Knolls Cincinnati,OH,45230,39.0623774,-84.3839582,,Car-Dependent,,,,,
Copperglow Ct, Cincinnati,Copperglow Ct Cincinnati,OH,45244,39.0984491,-84.3614547,4,Car-Dependent,,,,,
Martha Rd, Cincinnati,Martha Rd Cincinnati,OH,45230,39.0780811,-84.3646583,31,Car-Dependent,,,,,
Huntersknoll Ln, Cincinnati,Huntersknoll Ln Cincinnati,OH,45230,39.0600555,-84.3609429,8,Car-Dependent,,,,,
Woodsedge Dr, Cincinnati,Woodsedge Dr Cincinnati,OH,45230,39.0573235,-84.3688192,1,Car-Dependent,,,,,
Old Chapel, Cincinnati,Old Chapel Cincinnati,OH,45244,39.0993673,-84.3607359,5,Car-Dependent,,,,,
Marcarol Ln, Cincinnati,Marcarol Ln Cincinnati,OH,45230,39.0702326,-84.3634262,41,Car-Dependent,,,,,
Jeannie Ave, Cincinnati,Jeannie Ave Cincinnati,OH,45230,39.0693974,-84.3629333,26,Car-Dependent,,,,,
Baribill Pl, Cincinnati,Baribill Pl Cincinnati,OH,45230,39.06774,-84.3630565,27,Car-Dependent,,,,,
Goldengate Dr, Cincinnati,Goldengate Dr Cincinnati,OH,45244,39.0955934,-84.3602636,9,Car-Dependent,,,,,
Ravens Run, Cincinnati,Ravens Run Cincinnati,OH,45244,39.1067515,-84.3595653,4,Car-Dependent,,,,,
Woodridge Dr, Cincinnati,Woodridge Dr Cincinnati,OH,45230,39.0756172,-84.3616693,38,Car-Dependent,,,,,
Grantham Way, Cincinnati,Grantham Way Cincinnati,OH,45230,39.0838592,-84.3591546,15,Car-Dependent,,,,,
Bluecrest Dr, Cincinnati,Bluecrest Dr Cincinnati,OH,45230,39.0807796,-84.3585898,16,Car-Dependent,,,,,
Anderson Woods, Cincinnati,Anderson Woods Cincinnati,OH,45244,39.1073111,-84.3522583,1,Car-Dependent,,,,,
Regiment Dr, Cincinnati,Regiment Dr Cincinnati,OH,45244,39.0991447,-84.3573884,2,Car-Dependent,,,,,
Lamplite Ct, Cincinnati,Lamplite Ct Cincinnati,OH,45244,39.0944394,-84.3565258,7,Car-Dependent,,,,,
Smokey Woods, Cincinnati,Smokey Woods Cincinnati,OH,45230,39.0584749,-84.361085,5,Car-Dependent,,,,,
Gammwell Dr, Cincinnati,Gammwell Dr Cincinnati,OH,45230,39.0876202,-84.3580866,23,Car-Dependent,,,,,
Lawyer Rd, Cincinnati,Lawyer Rd Cincinnati,OH,45244,39.104159,-84.352911,1,Car-Dependent,,,,,
Blue Boar, Cincinnati,Blue Boar Cincinnati,OH,45230,39.0860003,-84.3556221,32,Car-Dependent,,,,,
Ticonderoga Ct, Cincinnati,Ticonderoga Ct Cincinnati,OH,45230,39.0711753,-84.3543898,5,Car-Dependent,,,,,
Ridgepoint Dr, Cincinnati,Ridgepoint Dr Cincinnati,OH,45230,39.0666697,-84.3537504,34,Car-Dependent,,,,,
Cedar Crest, Cincinnati,Cedar Crest Cincinnati,OH,45230,39.0647701,-84.3864627,2,Car-Dependent,,,,,
Woodcroft Dr, Cincinnati,Woodcroft Dr Cincinnati,OH,45230,39.0641032,-84.3579661,3,Car-Dependent,,,,,
Kennebel Ln, Cincinnati,Kennebel Ln Cincinnati,OH,45244,39.095163,-84.350194,2,Car-Dependent,,,,,
Gungadin Dr, Cincinnati,Gungadin Dr Cincinnati,OH,45230,39.0816138,-84.3554989,13,Car-Dependent,,,,,
Etoncross Ct, Cincinnati,Etoncross Ct Cincinnati,OH,45244,39.0978271,-84.3485976,4,Car-Dependent,,,,,
Indiancreek Rd, Cincinnati,Indiancreek Rd Cincinnati,OH,45255,39.053567,-84.358261,,Car-Dependent,,,,,
Wallingford Dr, Cincinnati,Wallingford Dr Cincinnati,OH,45244,39.1023108,-84.3499122,3,Car-Dependent,,,,,
Ayers Rd, Cincinnati,Ayers Rd Cincinnati,OH,45255,39.05148,-84.356512,,Car-Dependent,,,,,
Jager Ct, Cincinnati,Jager Ct Cincinnati,OH,45230,39.0669773,-84.3515121,3,Car-Dependent,,,,,
Kingstonhill Ct, Cincinnati,Kingstonhill Ct Cincinnati,OH,45255,39.0901655,-84.3495013,4,Car-Dependent,,,,,
Mountfort Ct, Cincinnati,Mountfort Ct Cincinnati,OH,45244,39.1040686,-84.3476938,1,Car-Dependent,,,,,
Ginger Ln, Cincinnati,Ginger Ln Cincinnati,OH,45244,39.093969,-84.34732,2,Car-Dependent,,,,,
Picasso Ct, Cincinnati,Picasso Ct Cincinnati,OH,45244,39.0972397,-84.3463072,3,Car-Dependent,,,,,
Heatherwood Ln, Cincinnati,Heatherwood Ln Cincinnati,OH,45244,39.1007771,-84.3442017,4,Car-Dependent,,,,,
State Rd, Cincinnati,State Rd Cincinnati,OH,45255,39.0842753,-84.3484876,33,Car-Dependent,,,,,
Towerview Ln, Cincinnati,Towerview Ln Cincinnati,OH,45255,39.0888274,-84.3469954,16,Car-Dependent,,,,,
Delas Cove, Cincinnati,Delas Cove Cincinnati,OH,45244,39.091584,-84.345134,6,Car-Dependent,,,,,
Athenia Dr, Cincinnati,Athenia Dr Cincinnati,OH,45244,39.0936672,-84.3430924,4,Car-Dependent,,,,,
Brannon Dr, Cincinnati,Brannon Dr Cincinnati,OH,45255,39.0804955,-84.3450098,39,Car-Dependent,,,,,
Holliston Pl, Cincinnati,Holliston Pl Cincinnati,OH,45255,39.0873915,-84.3449823,18,Car-Dependent,,,,,
Beechmont Ave, Cincinnati,Beechmont Ave Cincinnati,OH,45255,39.0721406,-84.3460333,38,Car-Dependent,,,,,
Burlinehills Ct, Cincinnati,Burlinehills Ct Cincinnati,OH,45244,39.0991384,-84.3418195,2,Car-Dependent,,,,,
Hampton Pl, Cincinnati,Hampton Pl Cincinnati,OH,45244,39.0962474,-84.341942,4,Car-Dependent,,,,,
Watch Point, Cincinnati,Watch Point Cincinnati,OH,45230,39.0657047,-84.3822749,6,Car-Dependent,,,,,
Foxtrail Ln, Cincinnati,Foxtrail Ln Cincinnati,OH,45255,39.0607077,-84.3501997,1,Car-Dependent,,,,,
Forest Rd, Cincinnati,Forest Rd Cincinnati,OH,45255,39.0664427,-84.3492343,35,Car-Dependent,,,,,
Coldbrook Ln, Cincinnati,Coldbrook Ln Cincinnati,OH,45255,39.0675215,-84.3442838,31,Car-Dependent,,,,,
Kipp Dr, Cincinnati,Kipp Dr Cincinnati,OH,45255,39.06061,-84.3366724,4,Car-Dependent,,,,,
Arlington Ave, Cincinnati,Arlington Ave Cincinnati,OH,45255,39.0737452,-84.3437908,69,Somewhat Walkable,,,,,
Stonehill Dr, Cincinnati,Stonehill Dr Cincinnati,OH,45255,39.0863277,-84.3439551,9,Car-Dependent,,,,,
Heatherglen Dr, Cincinnati,Heatherglen Dr Cincinnati,OH,45255,39.0879723,-84.3393946,9,Car-Dependent,,,,,
Anderson Ave, Cincinnati,Anderson Ave Cincinnati,OH,45255,39.0757497,-84.3432978,68,Somewhat Walkable,,,,,
12 Oaks, Cincinnati,12 Oaks Cincinnati,OH,45255,39.0616327,-84.3442961,7,Car-Dependent,,,,,
Ingrams Ridge, Cincinnati,Ingrams Ridge Cincinnati,OH,45244,39.0936049,-84.338881,7,Car-Dependent,,,,,
Overlook Hills, Cincinnati,Overlook Hills Cincinnati,OH,45244,39.1194762,-84.3351636,3,Car-Dependent,,,,,
Glen Eden, Cincinnati,Glen Eden Cincinnati,OH,45244,39.1095972,-84.3404628,8,Car-Dependent,,,,,
Soaring Eagle, Cincinnati,Soaring Eagle Cincinnati,OH,45244,39.0931635,-84.3381414,4,Car-Dependent,,,,,
Ackley Rd, Cincinnati,Ackley Rd Cincinnati,OH,45255,39.060642,-84.33545,4,Car-Dependent,,,,,
Hopper Rd, Cincinnati,Hopper Rd Cincinnati,OH,45255,39.0520526,-84.3390659,,Car-Dependent,,,,,
YMCA Rd, Cincinnati,YMCA Rd Cincinnati,OH,45244,39.142223,-84.334826,15,Car-Dependent,,,,,
Woodstone Dr, Cincinnati,Woodstone Dr Cincinnati,OH,45244,39.1042206,-84.3370212,2,Car-Dependent,,,,,
Cedar Point, Cincinnati,Cedar Point Cincinnati,OH,45230,39.06637,-84.388226,1,Car-Dependent,,,,,
Eglington Ct, Cincinnati,Eglington Ct Cincinnati,OH,45255,39.0824682,-84.3371347,18,Car-Dependent,,,,,
Meadowcreek Dr, Cincinnati,Meadowcreek Dr Cincinnati,OH,45244,39.0917428,-84.3360252,11,Car-Dependent,,,,,
Woodlyn Dr, Cincinnati,Woodlyn Dr Cincinnati,OH,45230,39.0607776,-84.3543843,19,Car-Dependent,,,,,
Woodruff Rd, Cincinnati,Woodruff Rd Cincinnati,OH,45255,39.060387,-84.3393946,6,Car-Dependent,,,,,
Stoneleigh Ln, Cincinnati,Stoneleigh Ln Cincinnati,OH,45255,39.0876273,-84.337299,16,Car-Dependent,,,,,
Laverty Ln, Cincinnati,Laverty Ln Cincinnati,OH,45230,39.0650332,-84.3986959,5,Car-Dependent,,,,,
Kimbee Dr, Cincinnati,Kimbee Dr Cincinnati,OH,45244,39.098182,-84.3316695,3,Car-Dependent,,,,,
Sunderland Dr, Cincinnati,Sunderland Dr Cincinnati,OH,45255,39.0616474,-84.3411202,11,Car-Dependent,,,,,
Evening Whisper, Cincinnati,Evening Whisper Cincinnati,OH,45244,39.0956219,-84.3319777,4,Car-Dependent,,,,,
Asbury Hills, Cincinnati,Asbury Hills Cincinnati,OH,45255,39.0619643,-84.3359431,3,Car-Dependent,,,,,
Blackthorn Dr, Cincinnati,Blackthorn Dr Cincinnati,OH,45255,39.082353,-84.3340039,22,Car-Dependent,,,,,
Lancelot Dr, Cincinnati,Lancelot Dr Cincinnati,OH,45244,39.0921862,-84.3330461,19,Car-Dependent,,,,,
Witts Mill, Cincinnati,Witts Mill Cincinnati,OH,45255,39.0701393,-84.3340391,32,Car-Dependent,,,,,
Stonegate Dr, Cincinnati,Stonegate Dr Cincinnati,OH,45255,39.0779672,-84.3329845,36,Car-Dependent,,,,,
Innsbrook Pl, Cincinnati,Innsbrook Pl Cincinnati,OH,45244,39.1148613,-84.329286,6,Car-Dependent,,,,,
Blairhouse Dr, Cincinnati,Blairhouse Dr Cincinnati,OH,45244,39.1021563,-84.3283408,2,Car-Dependent,,,,,
Eastdale Dr, Cincinnati,Eastdale Dr Cincinnati,OH,45255,39.0608077,-84.3338474,4,Car-Dependent,,,,,
Capitol Dr, Cincinnati,Capitol Dr Cincinnati,OH,45244,39.1055053,-84.3271137,4,Car-Dependent,,,,,
Pineterrace Dr, Cincinnati,Pineterrace Dr Cincinnati,OH,45255,39.0767037,-84.3294303,45,Car-Dependent,,,,,
Witts Meadow, Cincinnati,Witts Meadow Cincinnati,OH,45255,39.0684979,-84.3313579,4,Car-Dependent,,,,,
Broadwell Rd, Cincinnati,Broadwell Rd Cincinnati,OH,45244,39.1399488,-84.3244366,6,Car-Dependent,,,,,
Wycliffe Dr, Cincinnati,Wycliffe Dr Cincinnati,OH,45244,39.1131916,-84.3268203,7,Car-Dependent,,,,,
Thicket Ln, Cincinnati,Thicket Ln Cincinnati,OH,45255,39.0847249,-84.330149,22,Car-Dependent,,,,,
Ashgrove Dr, Cincinnati,Ashgrove Dr Cincinnati,OH,45244,39.0901415,-84.3272723,25,Car-Dependent,,,,,
Little Harbor, Cincinnati,Little Harbor Cincinnati,OH,45244,39.0954795,-84.3227927,9,Car-Dependent,,,,,
Castle Pines, Cincinnati,Castle Pines Cincinnati,OH,45244,39.1161574,-84.3192533,3,Car-Dependent,,,,,
Eaglesknoll Ct, Cincinnati,Eaglesknoll Ct Cincinnati,OH,45255,39.063903,-84.350975,21,Car-Dependent,,,,,
Shawnee Trace, Cincinnati,Shawnee Trace Cincinnati,OH,45255,39.0641617,-84.3469543,21,Car-Dependent,,,,,
Northport Dr, Cincinnati,Northport Dr Cincinnati,OH,45255,39.0779532,-84.3243826,44,Car-Dependent,,,,,
Katies Ct, Cincinnati,Katies Ct Cincinnati,OH,45244,39.0954363,-84.3220677,9,Car-Dependent,,,,,
Cherry Ln, Cincinnati,Cherry Ln Cincinnati,OH,45255,39.0736009,-84.3241345,6,Somewhat Walkable,,,,,
Woodscene Ct, Cincinnati,Woodscene Ct Cincinnati,OH,45230,39.0628305,-84.3554989,25,Car-Dependent,,,,,
Jakaro Dr, Cincinnati,Jakaro Dr Cincinnati,OH,45255,39.0669151,-84.3276021,3,Car-Dependent,,,,,
Benton Ridge, Cincinnati,Benton Ridge Cincinnati,OH,45255,39.0676609,-84.3260975,35,Car-Dependent,,,,,
Pine Run, Cincinnati,Pine Run Cincinnati,OH,45244,39.0973089,-84.3220529,7,Car-Dependent,,,,,
Summitridge Dr, Cincinnati,Summitridge Dr Cincinnati,OH,45255,39.083715,-84.321369,26,Car-Dependent,,,,,
Shenstone Dr, Cincinnati,Shenstone Dr Cincinnati,OH,45255,39.0751358,-84.3212038,58,Somewhat Walkable,,,,,
Farmsworth Ct, Cincinnati,Farmsworth Ct Cincinnati,OH,45255,39.0623216,-84.3491727,24,Car-Dependent,,,,,
Pinewell Dr, Cincinnati,Pinewell Dr Cincinnati,OH,45255,39.0615532,-84.3274778,7,Car-Dependent,,,,,
Greenleaf Dr, Cincinnati,Greenleaf Dr Cincinnati,OH,45255,39.054892,-84.319328,2,Car-Dependent,,,,,
Denallen Dr, Cincinnati,Denallen Dr Cincinnati,OH,45255,39.0843157,-84.3194741,16,Car-Dependent,,,,,
Kilkenny Dr, Cincinnati,Kilkenny Dr Cincinnati,OH,45244,39.0900226,-84.3173262,17,Car-Dependent,,,,,
Brandonhill Ct, Cincinnati,Brandonhill Ct Cincinnati,OH,45244,39.0917384,-84.3167973,13,Car-Dependent,,,,,
Nottingwood Dr, Cincinnati,Nottingwood Dr Cincinnati,OH,45255,39.067912,-84.319649,3,Car-Dependent,,,,,
Ivy Trails, Cincinnati,Ivy Trails Cincinnati,OH,45244,39.1050526,-84.3157958,5,Car-Dependent,,,,,
Prilla Ln, Cincinnati,Prilla Ln Cincinnati,OH,45255,39.0686104,-84.3189707,5,Somewhat Walkable,,,,,
St Ives, Cincinnati,St Ives Cincinnati,OH,45255,39.0485599,-84.3222995,6,Car-Dependent,,,,,
Sunmont Dr, Cincinnati,Sunmont Dr Cincinnati,OH,45255,39.0698058,-84.316922,56,Somewhat Walkable,,,,,
Coran Dr, Cincinnati,Coran Dr Cincinnati,OH,45255,39.075434,-84.3159286,59,Somewhat Walkable,,,,,
Linderwood Ln, Cincinnati,Linderwood Ln Cincinnati,OH,45255,39.0772693,-84.314507,48,Car-Dependent,,,,,
Toronto Ct, Cincinnati,Toronto Ct Cincinnati,OH,45255,39.0755733,-84.3137957,53,Somewhat Walkable,,,,,
Glenrose Ln, Cincinnati,Glenrose Ln Cincinnati,OH,45244,39.0992054,-84.311037,6,Car-Dependent,,,,,
Manitoba Dr, Cincinnati,Manitoba Dr Cincinnati,OH,45255,39.0767847,-84.3128457,49,Car-Dependent,,,,,
Fordham Ct, Cincinnati,Fordham Ct Cincinnati,OH,45255,39.0788449,-84.3135034,37,Car-Dependent,,,,,
Pastoral Ln, Cincinnati,Pastoral Ln Cincinnati,OH,45244,39.1090394,-84.3081594,41,Car-Dependent,,,,,
Pamela Rd, Cincinnati,Pamela Rd Cincinnati,OH,45255,39.06333,-84.321581,2,Car-Dependent,,,,,
Nottingham Dr, Cincinnati,Nottingham Dr Cincinnati,OH,45255,39.063201,-84.318713,9,Car-Dependent,,,,,
Markley Woods, Cincinnati,Markley Woods Cincinnati,OH,45230,39.0664038,-84.3547184,34,Car-Dependent,,,,,
Yarger Dr, Cincinnati,Yarger Dr Cincinnati,OH,45230,39.0684977,-84.3947963,15,Car-Dependent,,,,,
S Woodlyn, Cincinnati,S Woodlyn Cincinnati,OH,45230,39.0653766,-84.3537898,34,Car-Dependent,,,,,
Duxbury Ct, Cincinnati,Duxbury Ct Cincinnati,OH,45255,39.0642957,-84.3226793,26,Car-Dependent,,,,,
Keswick Pl, Cincinnati,Keswick Pl Cincinnati,OH,45230,39.0668163,-84.3706969,13,Car-Dependent,,,,,
Phillips Rd, Cincinnati,Phillips Rd Cincinnati,OH,45230,39.0703764,-84.3916764,21,Car-Dependent,,,,,
Elliott Ave, Cincinnati,Elliott Ave Cincinnati,OH,45215,39.213087,-84.460048,31,Car-Dependent,Somewhat Bikeable,48,,,
Dexter Ave, Cincinnati,Dexter Ave Cincinnati,OH,45215,39.2194928,-84.4498076,62,Somewhat Walkable,,,,,
Mill St, Cincinnati,Mill St Cincinnati,OH,45215,39.217349,-84.45259,52,Somewhat Walkable,,,,,
Blanche Ave, Cincinnati,Blanche Ave Cincinnati,OH,45215,39.215696,-84.452933,45,Car-Dependent,,,,,
Glenwood Ave, Cincinnati,Glenwood Ave Cincinnati,OH,45217,39.1557662,-84.504999,44,Car-Dependent,Somewhat Bikeable,22,44,Some Transit,
Ehrman Ave, Cincinnati,Ehrman Ave Cincinnati,OH,45220,39.1496476,-84.5058406,32,Car-Dependent,Somewhat Bikeable,2,42,Some Transit,
Glenridge Pl, Cincinnati,Glenridge Pl Cincinnati,OH,45217,39.1545389,-84.5030259,31,Car-Dependent,Somewhat Bikeable,16,44,Some Transit,
Forest Ave, Cincinnati,Forest Ave Cincinnati,OH,45220,39.14925,-84.510518,33,Car-Dependent,Somewhat Bikeable,21,41,Some Transit,
Clinton Springs, Cincinnati,Clinton Springs Cincinnati,OH,45217,39.1579899,-84.505808,49,Car-Dependent,Somewhat Bikeable,27,44,Some Transit,
Shirley Dr, Cincinnati,Shirley Dr Cincinnati,OH,45217,39.1538829,-84.5054433,36,Car-Dependent,Somewhat Bikeable,16,43,Some Transit,
Erkenbrecher Ave, Cincinnati,Erkenbrecher Ave Cincinnati,OH,45220,39.1421011,-84.5082703,6,Somewhat Walkable,Somewhat Bikeable,39,5,Good Transit,
Tower St, Cincinnati,Tower St Cincinnati,OH,45220,39.146317,-84.512394,61,Somewhat Walkable,Somewhat Bikeable,31,46,Some Transit,
Forest Ave, Cincinnati,Forest Ave Cincinnati,OH,45229,39.146227,-84.504171,33,Car-Dependent,Somewhat Bikeable,21,41,Some Transit,
Baxter Ave, Cincinnati,Baxter Ave Cincinnati,OH,45220,39.1500736,-84.5037224,32,Car-Dependent,Somewhat Bikeable,21,42,Some Transit,
Erkenbrecher Ave, Cincinnati,Erkenbrecher Ave Cincinnati,OH,45229,39.1423239,-84.5033851,6,Somewhat Walkable,Somewhat Bikeable,39,5,Good Transit,
Wuest St, Cincinnati,Wuest St Cincinnati,OH,45217,39.162541,-84.505027,62,Somewhat Walkable,Somewhat Bikeable,42,43,Some Transit,
Landon Ct, Cincinnati,Landon Ct Cincinnati,OH,45229,39.141472,-84.499553,75,Very Walkable,Somewhat Bikeable,46,52,Good Transit,
Glen Este, Cincinnati,Glen Este Cincinnati,OH,45217,39.1548805,-84.5042551,3,Car-Dependent,Somewhat Bikeable,15,44,Some Transit,
Vernon Pl, Cincinnati,Vernon Pl Cincinnati,OH,45219,39.1336914,-84.4992562,74,Very Walkable,Bikeable,52,56,Good Transit,
Burnet Ave, Cincinnati,Burnet Ave Cincinnati,OH,45219,39.133904,-84.500745,72,Very Walkable,Bikeable,5,56,Good Transit,
Reading Rd, Cincinnati,Reading Rd Cincinnati,OH,45206,39.1336107,-84.4966742,76,Very Walkable,Bikeable,52,56,Good Transit,
Northern Ave, Cincinnati,Northern Ave Cincinnati,OH,45229,39.1436856,-84.5023293,65,Somewhat Walkable,Somewhat Bikeable,41,5,Good Transit,
Savoy Pl, Cincinnati,Savoy Pl Cincinnati,OH,45229,39.135373,-84.495489,71,Very Walkable,Bikeable,52,54,Good Transit,
Borrman Ave, Cincinnati,Borrman Ave Cincinnati,OH,45229,39.1356754,-84.4947554,71,Very Walkable,Bikeable,52,54,Good Transit,
Van Buren, Cincinnati,Van Buren Cincinnati,OH,45229,39.136517,-84.494283,67,Somewhat Walkable,Bikeable,51,54,Good Transit,
Harvey Ave, Cincinnati,Harvey Ave Cincinnati,OH,45229,39.1393912,-84.4980679,75,Very Walkable,Somewhat Bikeable,48,52,Good Transit,
Fredonia Ave, Cincinnati,Fredonia Ave Cincinnati,OH,45229,39.138937,-84.490886,57,Somewhat Walkable,Somewhat Bikeable,46,52,Good Transit,
Drexel Pl, Cincinnati,Drexel Pl Cincinnati,OH,45229,39.1402676,-84.4898001,59,Somewhat Walkable,Somewhat Bikeable,46,52,Good Transit,
Rockdale Ave, Cincinnati,Rockdale Ave Cincinnati,OH,45229,39.1454847,-84.5011021,63,Somewhat Walkable,Somewhat Bikeable,44,48,Some Transit,
Burnet Ave, Cincinnati,Burnet Ave Cincinnati,OH,45229,39.141435,-84.500038,72,Very Walkable,Bikeable,5,56,Good Transit,
Hearne Ave, Cincinnati,Hearne Ave Cincinnati,OH,45229,39.142642,-84.501278,71,Very Walkable,Somewhat Bikeable,44,51,Good Transit,
